GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,GEO_ID,NAME,GEOCODE,TL_GEO_ID,REGIONA,DIVISIONA,CBSAA,MEMI,CSAA,METDIVA,PUMA,AREALAND,AREAWATR,BASENAME,INTPTLAT,INTPTLON,TotalPopulation,TotalUrbanPopulation,TotalRuralPopulation,TotalPop_NotDefined,TotalPopinHH,TotalPopinHH_Under18,TotalPopinHH_Over18,MedianAgebySex_Total,MedianAgebySex_Male,MedianAgebySex_Female,Race_TotalPop,Race_White,Race_Black,Race_AmericanIndian_AlaskaNative,Race_Asian,Race_NativeHawaiian_PacificIslander,Race_SomeOther,Race_Mixed,EduAttainment_Total25yrs+,EduAttainment_NoSchooling,EduAttainment_HighSchoolDiploma,EduAttainment_Bachelors ,EduAttainment_Masters,Pop_BPL_Total,Pop_BPL_under.50,Pop_BPL_under.99,MedianHHIncome_12mon,HH_PublicAssistance_SNAP_12mon,GiniIndex,TotalCivilianPop,OneOrMoreHealthInsurance,NoHealthInsurance,PCY_12mon,EmpStatus_TotalPop16plus,EmpStatus_LF,EmpStatus_Unemplyed_Civilian,TotalHousingUnits,TotalUrbanPop_prc,NoHealthInsurance_prc,Employed_prc,BPL_prc
G4801130016638,2018-2022,TX,Texas,48,Dallas County,113,016638,1400000US48113016638,"Census Tract 166.38, Dallas County, Texas",48113016638,48113016638,3,7,19100,1,206,19124,02318,3449205,17743,166.38,32.6295891,-96.8758118,1983,1983,0,0,1800,292,1508,49.8,34.5,53.4,1644,427,918,0,0,0,142,157,1427,34,435,305,249,1332,10,19,70837,167,0.398,1332,210,1122,47203,1625,1075,0,991,100,84.23423423,66.15384615,2.177177177
G4801130016704,2018-2022,TX,Texas,48,Dallas County,113,016704,1400000US48113016704,"Census Tract 167.04, Dallas County, Texas",48113016704,48113016704,3,7,19100,1,206,19124,02317,2591897,0,167.04,32.6171958,-96.7758945,4485,4485,0,0,4485,1275,3210,42,34.2,45.9,4152,929,2352,0,0,0,237,634,2846,62,800,338,62,4152,487,154,65954,280,0.3692,4152,831,3321,27312,3457,1958,68,1621,100,79.98554913,56.63870408,15.43834297
G4801130016706,2018-2022,TX,Texas,48,Dallas County,113,016706,1400000US48113016706,"Census Tract 167.06, Dallas County, Texas",48113016706,48113016706,3,7,19100,1,206,19124,02317,1559257,0,167.06,32.6079578,-96.7732991,2513,2513,0,0,2469,714,1755,27.6,24.1,29.9,2359,611,1254,0,0,0,467,27,1304,44,587,37,54,2250,310,726,36654,221,0.4787,2286,478,1808,15354,1714,792,95,929,100,79.09011374,46.20770128,46.04444444
G4801130016707,2018-2022,TX,Texas,48,Dallas County,113,016707,1400000US48113016707,"Census Tract 167.07, Dallas County, Texas",48113016707,48113016707,3,7,19100,1,206,19124,02317,2499497,3973,167.07,32.6100417,-96.7945997,4521,4521,0,0,4521,1224,3297,28.4,28.6,28.2,5096,283,4439,0,47,0,283,44,2921,16,842,222,224,5096,18,377,55482,368,0.286,5096,736,4360,25443,3366,2541,112,2017,100,85.55729984,75.49019608,7.751177394
G4801130016708,2018-2022,TX,Texas,48,Dallas County,113,016708,1400000US48113016708,"Census Tract 167.08, Dallas County, Texas",48113016708,48113016708,3,7,19100,1,206,19124,02317,3466263,2080,167.08,32.6246293,-96.7934756,6654,6654,0,0,6654,1926,4728,29.7,27.2,30.8,6979,1132,5366,0,0,0,165,316,4040,81,512,812,590,6954,94,25,113855,201,0.3051,6979,1727,5252,34691,4984,3975,146,1968,100,75.25433443,79.75521669,1.711245326
G4801130016709,2018-2022,TX,Texas,48,Dallas County,113,016709,1400000US48113016709,"Census Tract 167.09, Dallas County, Texas",48113016709,48113016709,3,7,19100,1,206,19124,02317,29486990,36015,167.09,32.637339,-96.765885,4532,4510,22,0,4404,1373,3031,34.6,30.7,36.6,3633,916,1351,0,6,0,696,664,2307,54,672,153,48,3470,177,442,44732,304,0.5241,3435,312,3123,28537,2640,1535,133,1357,99.51456311,90.91703057,58.14393939,17.83861672
G4801130016710,2018-2022,TX,Texas,48,Dallas County,113,016710,1400000US48113016710,"Census Tract 167.10, Dallas County, Texas",48113016710,48113016710,3,7,19100,1,206,19124,02304,2818712,0,167.1,32.657844,-96.7641726,4667,4667,0,0,4632,1214,3418,31.1,39.3,29.4,5573,824,3337,0,60,0,1050,302,3597,269,1193,263,16,5573,785,248,57747,314,0.4806,5573,654,4919,21524,4026,2432,91,1735,100,88.26484838,60.40735221,18.5357976
G4801130016711,2018-2022,TX,Texas,48,Dallas County,113,016711,1400000US48113016711,"Census Tract 167.11, Dallas County, Texas",48113016711,48113016711,3,7,19100,1,206,19124,02304,3744391,0,167.11,32.6561238,-96.7810043,2421,2421,0,0,2421,606,1815,33.5,35.2,27.1,2053,229,1593,0,16,0,146,69,1195,21,218,96,145,2053,89,296,52062,198,0.3806,2036,569,1467,20926,1569,933,62,796,100,72.05304519,59.46462715,18.75304433
G4801130016802,2018-2022,TX,Texas,48,Dallas County,113,016802,1400000US48113016802,"Census Tract 168.02, Dallas County, Texas",48113016802,48113016802,3,7,19100,1,206,19124,02317,37156351,104860,168.02,32.5702404,-96.7779081,5465,3849,1616,0,5465,1461,4004,38.2,38.6,35.6,5094,1470,3206,0,46,0,113,259,3348,132,508,468,277,5053,654,147,83453,148,0.363,5094,956,4138,36177,3776,3018,117,1938,70.43000915,81.23282293,79.92584746,15.85196913
G4801130016803,2018-2022,TX,Texas,48,Dallas County,113,016803,1400000US48113016803,"Census Tract 168.03, Dallas County, Texas",48113016803,48113016803,3,7,19100,1,206,19124,02317,4669681,0,168.03,32.5960911,-96.7639874,6580,6580,0,0,6517,1834,4683,34.2,27.4,35,5873,1587,3365,0,52,0,213,656,3593,94,1186,694,206,5792,740,305,49861,215,0.4885,5792,1024,4768,27085,3964,2522,223,2365,100,82.32044199,63.62260343,18.04212707
G4801130016805,2018-2022,TX,Texas,48,Dallas County,113,016805,1400000US48113016805,"Census Tract 168.05, Dallas County, Texas",48113016805,48113016805,3,7,19100,1,206,19124,02317,2261097,0,168.05,32.5977756,-96.8143124,2928,2869,59,0,2891,766,2125,27.4,23.5,27.9,4285,181,3696,40,142,0,40,186,2440,9,476,522,130,4241,33,551,82957,174,0.318,4208,989,3219,30299,2707,2227,206,1819,97.98497268,76.49714829,82.26819357,13.77033719
G4801130016806,2018-2022,TX,Texas,48,Dallas County,113,016806,1400000US48113016806,"Census Tract 168.06, Dallas County, Texas",48113016806,48113016806,3,7,19100,1,206,19124,02317,3565590,12052,168.06,32.598139,-96.795875,5636,5636,0,0,5557,1539,4018,37.4,37.8,36.9,5736,681,4528,0,0,0,39,488,3547,52,944,548,226,5607,297,514,71111,234,0.3477,5607,1287,4320,29251,4480,3227,353,1751,100,77.04654896,72.03125,14.46406278
G4801130016902,2018-2022,TX,Texas,48,Dallas County,113,016902,1400000US48113016902,"Census Tract 169.02, Dallas County, Texas",48113016902,48113016902,3,7,19100,1,206,19124,02304,25249682,1817916,169.02,32.6469938,-96.7003825,7363,6772,591,0,5113,1700,3413,30.9,33.6,29.5,6619,2257,2537,190,7,0,538,1090,4121,108,1083,150,57,4551,395,764,39929,429,0.4176,4551,316,4235,13285,5090,2034,81,1399,91.97338042,93.05647111,39.96070727,25.46693035
G4801130016903,2018-2022,TX,Texas,48,Dallas County,113,016903,1400000US48113016903,"Census Tract 169.03, Dallas County, Texas",48113016903,48113016903,3,7,19100,1,206,19124,02304,133781549,1657045,169.03,32.5891919,-96.6664144,6851,5623,1228,0,6598,2068,4530,34.6,34.3,35.1,6549,2469,1830,0,0,0,1536,714,4230,239,992,167,138,6258,467,1043,50881,638,0.4036,6258,621,5637,21740,4963,2985,203,2336,82.0756094,90.07670182,60.14507354,24.12911473
G4801130017005,2018-2022,TX,Texas,48,Dallas County,113,017005,1400000US48113017005,"Census Tract 170.05, Dallas County, Texas",48113017005,48113017005,3,7,19100,1,206,19124,02304,11207050,2124065,170.05,32.6501644,-96.6012142,4958,4583,375,0,4901,1606,3295,23.4,26.8,20.8,5403,3422,836,21,17,0,301,806,2580,201,611,159,79,5335,636,544,63463,251,0.3444,5335,1125,4210,16830,3882,2251,160,1498,92.43646632,78.91283974,57.98557445,22.1180881
G4801130017006,2018-2022,TX,Texas,48,Dallas County,113,017006,1400000US48113017006,"Census Tract 170.06, Dallas County, Texas",48113017006,48113017006,3,7,19100,1,206,19124,02304,64872841,6209172,170.06,32.6078256,-96.556351,5698,3989,1709,0,3739,919,2820,40.3,41.1,38.4,6086,4805,479,52,0,14,274,462,4345,103,1073,269,47,4199,297,145,68482,262,0.4165,4199,1112,3087,20234,5038,1847,136,1570,70.00702001,73.51750417,36.66137356,10.52631579
G4801130017007,2018-2022,TX,Texas,48,Dallas County,113,017007,1400000US48113017007,"Census Tract 170.07, Dallas County, Texas",48113017007,48113017007,3,7,19100,1,206,19124,02304,7385032,114521,170.07,32.6751952,-96.5597152,4983,4983,0,0,4983,1660,3323,25.3,24.9,25.9,5911,2801,594,18,67,0,1654,777,2993,241,925,226,41,5911,668,695,57687,247,0.4133,5911,788,5123,17856,3722,2179,218,1558,100,86.66892235,58.54379366,23.05870411
G4801130017008,2018-2022,TX,Texas,48,Dallas County,113,017008,1400000US48113017008,"Census Tract 170.08, Dallas County, Texas",48113017008,48113017008,3,7,19100,1,206,19124,02304,17911931,163395,170.08,32.6845535,-96.5379418,8361,8165,196,0,8361,2626,5735,38.7,38.3,40.4,5958,1651,1905,33,99,0,574,1696,4284,303,898,610,176,5958,401,255,70710,150,0.3374,5958,647,5311,31692,4776,3355,254,2383,97.6557828,89.14065123,70.24706868,11.01040618
G4801130017009,2018-2022,TX,Texas,48,Dallas County,113,017009,1400000US48113017009,"Census Tract 170.09, Dallas County, Texas",48113017009,48113017009,3,7,19100,1,206,19124,02304,2434891,29120,170.09,32.6907005,-96.5666005,5842,5842,0,0,5842,2256,3586,22,20.4,26,4912,3423,49,0,45,0,611,784,2424,89,507,148,43,4912,270,693,41862,471,0.3069,4912,1055,3857,12674,3081,1948,0,1408,100,78.52198697,63.22622525,19.60504886
G4801130017010,2018-2022,TX,Texas,48,Dallas County,113,017010,1400000US48113017010,"Census Tract 170.10, Dallas County, Texas",48113017010,48113017010,3,7,19100,1,206,19124,02304,4711938,44574,170.1,32.6803211,-96.5848716,6573,6573,0,0,6573,2296,4277,26.5,27.7,24.5,5813,2828,1049,142,10,0,218,1566,2993,140,770,116,192,5793,467,417,71363,305,0.3525,5813,980,4833,22160,3992,2835,139,1722,100,83.14123516,71.01703407,15.25979631
G4801130017101,2018-2022,TX,Texas,48,Dallas County,113,017101,1400000US48113017101,"Census Tract 171.01, Dallas County, Texas",48113017101,48113017101,3,7,19100,1,206,19124,02304,9969443,38443,171.01,32.6957713,-96.6036328,5987,5987,0,0,5987,1914,4073,31.3,27.5,36,6973,3017,805,0,154,0,495,2502,3936,246,1031,212,64,6892,924,170,49611,162,0.4273,6973,517,6456,19701,5131,3300,144,2104,100,92.58568765,64.31494835,15.87347649
G4801130017102,2018-2022,TX,Texas,48,Dallas County,113,017102,1400000US48113017102,"Census Tract 171.02, Dallas County, Texas",48113017102,48113017102,3,7,19100,1,206,19124,02304,29422621,3496949,171.02,32.6641838,-96.63268,6070,4686,1384,0,6010,1981,4029,24.9,21.9,29.9,6871,3298,1186,0,49,0,977,1361,3424,437,834,256,64,6843,389,1689,52645,458,0.4475,6871,1664,5207,22716,4554,3175,107,1895,77.19934102,75.78227332,69.71892842,30.36679819
G4801130017201,2018-2022,TX,Texas,48,Dallas County,113,017201,1400000US48113017201,"Census Tract 172.01, Dallas County, Texas",48113017201,48113017201,3,7,19100,1,206,19124,02305,5833533,15581,172.01,32.7246272,-96.6251422,6268,6268,0,0,6257,1993,4264,26.9,26.4,30.1,6065,2188,1212,273,20,0,301,2071,3251,105,784,47,50,6065,286,374,50977,478,0.3612,6065,1063,5002,19935,4371,2884,208,2096,100,82.47320693,65.98032487,10.88211047
G4801130017203,2018-2022,TX,Texas,48,Dallas County,113,017203,1400000US48113017203,"Census Tract 172.03, Dallas County, Texas",48113017203,48113017203,3,7,19100,1,206,19124,02303,3345284,28428,172.03,32.7334469,-96.6046326,4808,4808,0,0,4808,1380,3428,32.9,41.8,27.1,5545,2037,2311,0,0,0,312,885,3341,95,914,215,42,5534,609,360,57461,351,0.3481,5545,1929,3616,23517,4235,2942,241,2063,100,65.21190262,69.46871311,17.50993856
G4801130017204,2018-2022,TX,Texas,48,Dallas County,113,017204,1400000US48113017204,"Census Tract 172.04, Dallas County, Texas",48113017204,48113017204,3,7,19100,1,206,19124,02303,2888347,1087,172.04,32.7106108,-96.6113613,4532,4532,0,0,4448,1456,2992,28.1,28.1,28,5043,2166,1964,0,0,0,706,207,2749,22,729,131,13,4989,47,464,51366,361,0.4018,4989,702,4287,21704,3517,2495,245,1468,100,85.9290439,70.94114302,10.24253357
G4801130017307,2018-2022,TX,Texas,48,Dallas County,113,017307,1400000US48113017307,"Census Tract 173.07, Dallas County, Texas",48113017307,48113017307,3,7,19100,1,206,19124,02303,2949874,0,173.07,32.7569935,-96.5574635,4383,4383,0,0,4383,1132,3251,35.6,35.9,34.9,3786,1702,670,31,598,0,234,551,2454,0,293,326,153,3754,21,144,114338,38,0.3322,3786,664,3122,33951,2768,1893,22,1147,100,82.461701,68.38872832,4.395311668
G4801130017308,2018-2022,TX,Texas,48,Dallas County,113,017308,1400000US48113017308,"Census Tract 173.08, Dallas County, Texas",48113017308,48113017308,3,7,19100,1,206,19124,02303,2965961,0,173.08,32.743937,-96.5628803,4243,4243,0,0,4243,1111,3132,34.7,34.3,35.2,4685,1888,1253,61,140,0,317,1026,2739,7,420,668,112,4685,355,154,95000,207,0.3897,4685,762,3923,34479,3211,2143,54,1472,100,83.73532551,66.73933354,10.86446105
G4801130017309,2018-2022,TX,Texas,48,Dallas County,113,017309,1400000US48113017309,"Census Tract 173.09, Dallas County, Texas",48113017309,48113017309,3,7,19100,1,206,19124,02303,1527313,0,173.09,32.7347549,-96.5392842,3381,3381,0,0,3381,1060,2321,27.4,22.8,30.7,2959,1516,851,74,73,16,188,241,1646,97,380,163,70,2959,63,0,93889,178,0.275,2943,498,2445,25396,2036,1516,14,1045,100,83.07849134,74.45972495,2.129097668
G4801130017310,2018-2022,TX,Texas,48,Dallas County,113,017310,1400000US48113017310,"Census Tract 173.10, Dallas County, Texas",48113017310,48113017310,3,7,19100,1,206,19124,02303,2820234,12220,173.1,32.736451,-96.5501423,3603,3554,49,0,3603,1035,2568,34.1,31.6,35.1,3605,1782,1308,2,4,0,235,274,2190,21,684,371,128,3584,55,525,121518,59,0.4363,3581,483,3098,46982,2767,1962,47,1131,98.6400222,86.51214745,70.90711962,16.18303571
G4801130017311,2018-2022,TX,Texas,48,Dallas County,113,017311,1400000US48113017311,"Census Tract 173.11, Dallas County, Texas",48113017311,48113017311,3,7,19100,1,206,19124,02303,1599711,0,173.11,32.7612933,-96.5781724,3863,3863,0,0,3862,1084,2778,35,32.4,40.3,3026,1457,804,18,123,0,404,220,1994,60,389,524,0,3026,239,95,58611,125,0.4233,3026,584,2442,26413,2407,1570,88,1195,100,80.70059485,65.22642293,11.0376735
G4801130017312,2018-2022,TX,Texas,48,Dallas County,113,017312,1400000US48113017312,"Census Tract 173.12, Dallas County, Texas",48113017312,48113017312,3,7,19100,1,206,19124,02303,1871489,0,173.12,32.7517024,-96.5743417,4073,4073,0,0,4073,1072,3001,33.6,32.4,41.1,4835,2682,1366,234,41,0,407,105,2937,82,706,290,157,4778,45,358,81011,222,0.287,4835,990,3845,29262,3480,2495,18,1504,100,79.52430197,71.6954023,8.434491419
G4801130017313,2018-2022,TX,Texas,48,Dallas County,113,017313,1400000US48113017313,"Census Tract 173.13, Dallas County, Texas",48113017313,48113017313,3,7,19100,1,206,19124,02303,14604526,10644,173.13,32.7271579,-96.5339603,3535,2904,631,0,3535,1037,2498,30.1,30.8,17.9,4792,675,3323,0,217,0,205,372,2767,0,808,407,286,4792,0,0,117245,0,0.1893,4792,902,3890,30369,2935,2355,80,1121,82.14992928,81.1769616,80.23850085,0
G4801130017314,2018-2022,TX,Texas,48,Dallas County,113,017314,1400000US48113017314,"Census Tract 173.14, Dallas County, Texas",48113017314,48113017314,3,7,19100,1,206,19124,02303,15763338,143805,173.14,32.7219398,-96.5769303,8020,7516,504,0,8013,2379,5634,31.1,33.9,27.3,8926,3150,1987,157,148,0,1135,2349,4885,96,922,347,202,8667,306,586,80386,236,0.3057,8926,2130,6796,25571,6640,4553,170,2599,93.71571072,76.13712749,68.56927711,10.29191185
G4801130017315,2018-2022,TX,Texas,48,Dallas County,113,017315,1400000US48113017315,"Census Tract 173.15, Dallas County, Texas",48113017315,48113017315,3,7,19100,1,206,19124,02303,3858888,2648,173.15,32.7110576,-96.5928593,7379,7379,0,0,7379,2365,5014,34.2,29.5,42.3,6545,3065,1404,45,0,0,952,1079,4138,143,1256,368,97,6529,363,372,76250,337,0.3522,6545,1175,5370,26986,4753,3261,446,2187,100,82.0473644,68.60929939,11.25746669
G4801130017400,2018-2022,TX,Texas,48,Dallas County,113,017400,1400000US48113017400,"Census Tract 174, Dallas County, Texas",48113017400,48113017400,3,7,19100,1,206,19124,02303,2945005,0,174,32.7555165,-96.5911712,5680,5680,0,0,5604,1529,4075,37.6,36.9,39.1,5155,3359,758,0,26,0,724,288,3387,111,865,327,131,5042,99,681,67287,206,0.3245,5042,1214,3828,24669,4009,2545,138,1829,100,75.92225307,63.48216513,15.47005157
G4801130017500,2018-2022,TX,Texas,48,Dallas County,113,017500,1400000US48113017500,"Census Tract 175, Dallas County, Texas",48113017500,48113017500,3,7,19100,1,206,19124,02303,4562289,63698,175,32.7595528,-96.6101956,3823,3823,0,0,3823,884,2939,38.2,38.9,37.1,3823,2150,614,8,61,0,166,824,2554,52,620,269,317,3823,24,84,96460,127,0.2904,3823,556,3267,36864,3097,2282,99,1416,100,85.45644782,73.68421053,2.825006539
G4801130017602,2018-2022,TX,Texas,48,Dallas County,113,017602,1400000US48113017602,"Census Tract 176.02, Dallas County, Texas",48113017602,48113017602,3,7,19100,1,206,19124,02305,3196306,0,176.02,32.7708888,-96.6407031,4361,4361,0,0,4361,1292,3069,37.6,38.5,36.5,4093,2266,748,0,0,0,265,814,2599,74,745,154,0,4093,533,295,73843,199,0.3326,4093,636,3457,23741,2951,1960,141,1285,100,84.46127535,66.41816333,20.2296604
G4801130017604,2018-2022,TX,Texas,48,Dallas County,113,017604,1400000US48113017604,"Census Tract 176.04, Dallas County, Texas",48113017604,48113017604,3,7,19100,1,206,19124,02305,1471238,32077,176.04,32.743028,-96.617534,3425,3425,0,0,3425,1185,2240,30.4,33.2,28,3602,1498,495,18,30,0,525,1036,2105,90,507,72,32,3602,195,167,51986,240,0.3619,3602,484,3118,20147,2642,1674,58,1093,100,86.56302054,63.36109008,10.04997224
G4801130017605,2018-2022,TX,Texas,48,Dallas County,113,017605,1400000US48113017605,"Census Tract 176.05, Dallas County, Texas",48113017605,48113017605,3,7,19100,1,206,19124,02305,1046078,0,176.05,32.754626,-96.6442769,3941,3941,0,0,3941,1158,2783,30.2,26.3,32.8,3913,986,1535,0,0,0,431,961,2221,37,761,158,0,3913,247,322,55563,182,0.3995,3913,514,3399,20401,2774,1746,12,1163,100,86.86429849,62.94160058,14.54127268
G4801130017606,2018-2022,TX,Texas,48,Dallas County,113,017606,1400000US48113017606,"Census Tract 176.06, Dallas County, Texas",48113017606,48113017606,3,7,19100,1,206,19124,02305,4135384,0,176.06,32.7571141,-96.6290211,5211,5211,0,0,5211,1596,3615,27.9,25.2,34.8,4855,2041,846,258,36,0,1059,615,2720,17,562,123,10,4834,155,485,57125,219,0.3766,4855,829,4026,25120,3594,2606,131,1537,100,82.92481977,72.50973845,13.23955317
G4801130017703,2018-2022,TX,Texas,48,Dallas County,113,017703,1400000US48113017703,"Census Tract 177.03, Dallas County, Texas",48113017703,48113017703,3,7,19100,1,206,19124,02303,2179236,0,177.03,32.7858593,-96.6171334,4996,4996,0,0,4957,1656,3301,27.9,26.7,34,6067,2202,1390,0,0,8,654,1813,3393,168,1177,167,0,6067,135,948,47443,618,0.3581,6067,1137,4930,19778,4387,2921,137,1942,100,81.25927147,66.58308639,17.85066755
G4801130017704,2018-2022,TX,Texas,48,Dallas County,113,017704,1400000US48113017704,"Census Tract 177.04, Dallas County, Texas",48113017704,48113017704,3,7,19100,1,206,19124,02303,3123218,0,177.04,32.7755464,-96.609763,6376,6376,0,0,6319,1982,4337,32.3,29.9,33.2,6279,3055,1336,0,36,0,511,1341,3845,145,1025,203,37,6064,343,408,62132,432,0.3521,6197,914,5283,22379,4435,3063,91,2261,100,85.25092787,69.06426156,12.38456464
G4801130017705,2018-2022,TX,Texas,48,Dallas County,113,017705,1400000US48113017705,"Census Tract 177.05, Dallas County, Texas",48113017705,48113017705,3,7,19100,1,206,19124,02303,1219624,0,177.05,32.7866271,-96.6015188,3097,3097,0,0,3097,937,2160,43.2,42.4,48.6,3083,1195,1301,0,0,0,334,253,2297,73,869,172,9,3083,533,401,45364,433,0.4016,3083,510,2573,22607,2543,1364,132,1493,100,83.4576711,53.6374361,30.29516705
G4801130017706,2018-2022,TX,Texas,48,Dallas County,113,017706,1400000US48113017706,"Census Tract 177.06, Dallas County, Texas",48113017706,48113017706,3,7,19100,1,206,19124,02303,4036540,5969,177.06,32.7744879,-96.5861268,5224,5224,0,0,5224,1273,3951,36.8,42,34.6,4941,2191,1379,0,325,0,364,682,3325,129,1039,489,223,4941,295,194,77685,96,0.3952,4941,1366,3575,32298,3974,2698,88,1739,100,72.35377454,67.89129341,9.896782028
G4801130017805,2018-2022,TX,Texas,48,Dallas County,113,017805,1400000US48113017805,"Census Tract 178.05, Dallas County, Texas",48113017805,48113017805,3,7,19100,1,206,19124,02305,8580495,44108,178.05,32.7869383,-96.6473624,6565,6565,0,0,6565,1814,4751,32,27.2,33.8,5910,2177,2467,335,0,0,321,610,3342,5,762,237,168,5910,419,374,55021,639,0.3579,5910,939,4971,21974,4323,3113,32,2138,100,84.11167513,72.01017812,13.4179357
G4801130017806,2018-2022,TX,Texas,48,Dallas County,113,017806,1400000US48113017806,"Census Tract 178.06, Dallas County, Texas",48113017806,48113017806,3,7,19100,1,206,19124,02305,2670197,1057,178.06,32.8045623,-96.6599244,5228,5228,0,0,5228,1571,3657,34,32.6,34.8,4989,2265,367,97,0,0,913,1347,2994,75,597,220,65,4989,445,161,59662,190,0.3945,4989,903,4086,22754,3651,2403,28,1729,100,81.9001804,65.81758422,12.14672279
G4801130017808,2018-2022,TX,Texas,48,Dallas County,113,017808,1400000US48113017808,"Census Tract 178.08, Dallas County, Texas",48113017808,48113017808,3,7,19100,1,206,19124,02303,2774002,14927,178.08,32.8291502,-96.6067159,5146,5146,0,0,5146,1165,3981,45.2,40,48.5,4096,2444,386,9,275,0,421,561,3026,59,626,522,352,4096,77,343,77543,154,0.3635,4096,1411,2685,36724,3283,2340,114,1768,100,65.55175781,71.2762717,10.25390625
G4801130017811,2018-2022,TX,Texas,48,Dallas County,113,017811,1400000US48113017811,"Census Tract 178.11, Dallas County, Texas",48113017811,48113017811,3,7,19100,1,206,19124,02303,2351598,1956,178.11,32.8196511,-96.6044142,4688,4688,0,0,4609,1125,3484,41.3,35.6,44.6,5086,2899,819,18,399,0,189,762,3467,107,545,778,325,4997,410,188,88389,142,0.3336,4997,588,4409,35948,4099,2670,60,1823,100,88.23293976,65.1378385,11.96718031
G4801130017812,2018-2022,TX,Texas,48,Dallas County,113,017812,1400000US48113017812,"Census Tract 178.12, Dallas County, Texas",48113017812,48113017812,3,7,19100,1,206,19124,02303,1909986,0,178.12,32.8167918,-96.6218138,2438,2438,0,0,2438,607,1831,37.8,35.3,40.6,2263,1425,295,10,166,0,194,173,1464,66,245,298,46,2263,128,142,72500,90,0.3801,2263,591,1672,28715,1721,1050,73,836,100,73.88422448,61.01104009,11.93106496
G4801130017814,2018-2022,TX,Texas,48,Dallas County,113,017814,1400000US48113017814,"Census Tract 178.14, Dallas County, Texas",48113017814,48113017814,3,7,19100,1,206,19124,02303,3522572,5042,178.14,32.8022125,-96.6029404,5527,5527,0,0,5527,1291,4236,38.3,37.5,39.6,4880,2187,1063,220,717,0,62,631,3321,38,760,633,341,4880,127,248,84130,178,0.349,4880,1022,3858,34800,3953,2742,112,1899,100,79.05737705,69.36503921,7.68442623
G4801130017815,2018-2022,TX,Texas,48,Dallas County,113,017815,1400000US48113017815,"Census Tract 178.15, Dallas County, Texas",48113017815,48113017815,3,7,19100,1,206,19124,02305,2443698,4385,178.15,32.8052678,-96.6324222,3285,3285,0,0,3108,847,2261,32.7,28.2,43.9,3415,1810,664,0,77,0,209,655,2235,25,694,410,85,3261,481,32,72981,88,0.4152,3261,599,2662,34125,2763,1853,47,1308,100,81.63140141,67.06478465,15.73137075
G4801130017816,2018-2022,TX,Texas,48,Dallas County,113,017816,1400000US48113017816,"Census Tract 178.16, Dallas County, Texas",48113017816,48113017816,3,7,19100,1,206,19124,02305,1350094,0,178.16,32.7957698,-96.6445156,4289,4289,0,0,4275,1331,2944,21.7,24.3,19.7,5710,2966,303,0,0,0,201,2240,2659,66,541,576,40,5710,741,423,71584,303,0.3785,5710,636,5074,22557,3687,2685,96,1637,100,88.86164624,72.82343369,20.38528897
G4801130017817,2018-2022,TX,Texas,48,Dallas County,113,017817,1400000US48113017817,"Census Tract 178.17, Dallas County, Texas",48113017817,48113017817,3,7,19100,1,206,19124,02303,1327733,0,178.17,32.8062381,-96.6205852,3222,3222,0,0,3222,905,2317,31.3,29.7,32.2,3011,1783,904,0,14,0,169,141,1801,0,708,226,53,3011,38,24,57029,76,0.3375,3011,1254,1757,29796,2245,1823,44,1440,100,58.35270674,81.20267261,2.059116573
G4801130017818,2018-2022,TX,Texas,48,Dallas County,113,017818,1400000US48113017818,"Census Tract 178.18, Dallas County, Texas",48113017818,48113017818,3,7,19100,1,206,19124,02303,1489427,0,178.18,32.7984582,-96.6176471,3661,3661,0,0,3661,937,2724,38.6,38.3,40.4,3639,1159,1063,0,204,0,459,754,2337,97,595,124,196,3639,26,499,69224,247,0.2959,3639,312,3327,31443,2955,2193,314,1452,100,91.42621599,74.21319797,14.4270404
G4801130017819,2018-2022,TX,Texas,48,Dallas County,113,017819,1400000US48113017819,"Census Tract 178.19, Dallas County, Texas",48113017819,48113017819,3,7,19100,1,206,19124,02305,797950,0,178.19,32.8164854,-96.6324077,2551,2551,0,0,2551,599,1952,29.3,26.5,40.1,2124,555,1136,0,0,0,182,251,1357,20,573,60,140,2124,12,208,43591,199,0.2994,2124,203,1921,26277,1703,1483,146,1373,100,90.44256121,87.08162067,10.35781544
G4801130017820,2018-2022,TX,Texas,48,Dallas County,113,017820,1400000US48113017820,"Census Tract 178.20, Dallas County, Texas",48113017820,48113017820,3,7,19100,1,206,19124,02305,1645815,0,178.2,32.8101779,-96.6438253,3215,3215,0,0,3215,881,2334,40.4,33.9,46.4,4400,2267,795,0,0,0,860,478,3152,86,960,243,94,4400,0,274,92000,53,0.3219,4400,548,3852,32358,3523,2635,21,1426,100,87.54545455,74.79420948,6.227272727
G4801130017900,2018-2022,TX,Texas,48,Dallas County,113,017900,1400000US48113017900,"Census Tract 179, Dallas County, Texas",48113017900,48113017900,3,7,19100,1,206,19124,02306,3421236,0,179,32.8176074,-96.6546331,5412,5412,0,0,5369,1681,3688,28.9,25.6,32.3,4957,2221,671,37,184,0,1134,710,2800,141,771,69,17,4957,158,358,56837,159,0.3125,4957,506,4451,18978,3546,2264,159,1589,100,89.79221303,63.8465877,10.40952189
