GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,GEO_ID,NAME,GEOCODE,TL_GEO_ID,REGIONA,DIVISIONA,CBSAA,MEMI,CSAA,METDIVA,PUMA,AREALAND,AREAWATR,BASENAME,INTPTLAT,INTPTLON,TotalPopulation,TotalUrbanPopulation,TotalRuralPopulation,TotalPop_NotDefined,TotalPopinHH,TotalPopinHH_Under18,TotalPopinHH_Over18,MedianAgebySex_Total,MedianAgebySex_Male,MedianAgebySex_Female,Race_TotalPop,Race_White,Race_Black,Race_AmericanIndian_AlaskaNative,Race_Asian,Race_NativeHawaiian_PacificIslander,Race_SomeOther,Race_Mixed,EduAttainment_Total25yrs+,EduAttainment_NoSchooling,EduAttainment_HighSchoolDiploma,EduAttainment_Bachelors ,EduAttainment_Masters,Pop_BPL_Total,Pop_BPL_under.50,Pop_BPL_under.99,MedianHHIncome_12mon,HH_PublicAssistance_SNAP_12mon,GiniIndex,TotalCivilianPop,OneOrMoreHealthInsurance,NoHealthInsurance,PCY_12mon,EmpStatus_TotalPop16plus,EmpStatus_LF,EmpStatus_Unemplyed_Civilian,TotalHousingUnits,TotalUrbanPop_prc,NoHealthInsurance_prc,Employed_prc,BPL_prc
G4801130007824,2018-2022,TX,Texas,48,Dallas County,113,007824,1400000US48113007824,"Census Tract 78.24, Dallas County, Texas",48113007824,48113007824,3,7,19100,1,206,19124,02307,1169518,0,78.24,32.8778369,-96.7381193,1969,1969,0,0,1962,547,1415,41.6,43.8,39.2,1852,1551,11,0,35,0,0,255,1352,8,182,673,239,1850,75,22,211458,0,0.3789,1850,306,1544,85672,1423,1050,17,801,100,83.45945946,73.78777231,5.243243243
G4801130007825,2018-2022,TX,Texas,48,Dallas County,113,007825,1400000US48113007825,"Census Tract 78.25, Dallas County, Texas",48113007825,48113007825,3,7,19100,1,206,19124,02307,1781420,0,78.25,32.8936893,-96.7346404,4935,4935,0,0,4935,1154,3781,44.7,46.3,41.5,4917,2555,1154,0,111,23,801,273,3743,0,1017,955,405,4917,79,92,67043,34,0.4766,4917,515,4402,52824,4180,2836,105,2711,100,89.52613382,67.84688995,3.477730323
G4801130007826,2018-2022,TX,Texas,48,Dallas County,113,007826,1400000US48113007826,"Census Tract 78.26, Dallas County, Texas",48113007826,48113007826,3,7,19100,1,206,19124,02307,591801,0,78.26,32.8712501,-96.734187,1698,1698,0,0,1698,260,1438,29.6,28.5,30.7,1340,726,367,4,25,0,64,154,1071,3,98,461,173,1340,63,29,58000,31,0.5595,1340,151,1189,73878,1211,1046,15,1104,100,88.73134328,86.37489678,6.865671642
G4801130007827,2018-2022,TX,Texas,48,Dallas County,113,007827,1400000US48113007827,"Census Tract 78.27, Dallas County, Texas",48113007827,48113007827,3,7,19100,1,206,19124,02307,519248,0,78.27,32.882557,-96.7317495,2784,2784,0,0,2784,672,2112,31.3,30.9,31.6,2905,1212,1124,7,0,31,369,162,1882,52,297,304,139,2905,312,183,51237,169,0.3373,2905,631,2274,28417,2196,1754,182,1557,100,78.2788296,79.87249545,17.03958692
G4801130007828,2018-2022,TX,Texas,48,Dallas County,113,007828,1400000US48113007828,"Census Tract 78.28, Dallas County, Texas",48113007828,48113007828,3,7,19100,1,206,19124,02307,1117489,0,78.28,32.9137737,-96.7509388,4047,4047,0,0,3970,771,3199,35,35.7,34,4912,769,3008,0,148,0,375,612,3292,105,481,486,195,4761,199,343,53991,129,0.2992,4816,733,4083,30191,4091,3240,114,2967,100,84.77990033,79.19824004,11.38416299
G4801130007829,2018-2022,TX,Texas,48,Dallas County,113,007829,1400000US48113007829,"Census Tract 78.29, Dallas County, Texas",48113007829,48113007829,3,7,19100,1,206,19124,02307,1813665,0,78.29,32.9168187,-96.7607787,2602,2602,0,0,2595,614,1981,35.3,37.8,25.9,2507,339,1720,0,0,0,189,259,1528,0,260,285,215,2507,356,74,58816,157,0.4273,2507,223,2284,29050,1828,1486,383,1153,100,91.10490626,81.29102845,17.15197447
G4801130007830,2018-2022,TX,Texas,48,Dallas County,113,007830,1400000US48113007830,"Census Tract 78.30, Dallas County, Texas",48113007830,48113007830,3,7,19100,1,206,19124,02307,152546,0,78.3,32.8690806,-96.7597919,2153,2153,0,0,2153,458,1695,27.2,27.7,25.1,3026,1003,643,0,41,0,687,652,1577,0,409,170,50,3026,338,963,40490,135,0.3289,3026,201,2825,18673,2019,1328,26,1506,100,93.35756775,65.77513621,42.99405155
G4801130007831,2018-2022,TX,Texas,48,Dallas County,113,007831,1400000US48113007831,"Census Tract 78.31, Dallas County, Texas",48113007831,48113007831,3,7,19100,1,206,19124,02307,200959,0,78.31,32.8656922,-96.7539982,2946,2946,0,0,2946,808,2138,32.6,32.9,28.9,2350,620,1261,33,21,0,181,234,1814,58,404,251,21,2350,44,183,45652,158,0.4157,2350,303,2047,25469,1892,1654,99,1646,100,87.10638298,87.42071882,9.659574468
G4801130007832,2018-2022,TX,Texas,48,Dallas County,113,007832,1400000US48113007832,"Census Tract 78.32, Dallas County, Texas",48113007832,48113007832,3,7,19100,1,206,19124,02307,234574,0,78.32,32.8686215,-96.7544109,2677,2677,0,0,2677,810,1867,29.6,27.3,29.9,2551,633,485,0,770,0,472,191,1422,217,164,152,64,2551,49,717,41128,148,0.3962,2551,341,2210,24040,1727,1464,10,1339,100,86.63269306,84.77127968,30.02744022
G4801130007833,2018-2022,TX,Texas,48,Dallas County,113,007833,1400000US48113007833,"Census Tract 78.33, Dallas County, Texas",48113007833,48113007833,3,7,19100,1,206,19124,02307,367560,0,78.33,32.8665755,-96.7472676,2539,2539,0,0,2539,693,1846,24.8,24.6,26.5,2887,492,481,0,12,0,888,1014,1407,0,387,107,41,2887,228,1110,32520,175,0.29,2887,275,2612,12620,1894,1469,39,1200,100,90.47454105,77.56071806,46.34568757
G4801130007834,2018-2022,TX,Texas,48,Dallas County,113,007834,1400000US48113007834,"Census Tract 78.34, Dallas County, Texas",48113007834,48113007834,3,7,19100,1,206,19124,02307,492254,0,78.34,32.9010773,-96.7218793,2916,2916,0,0,2916,722,2194,33.9,35.8,33.6,2416,550,1610,19,11,0,170,56,1706,0,403,135,143,2416,261,191,40203,365,0.3818,2416,171,2245,26936,1996,1639,62,1646,100,92.92218543,82.11422846,18.70860927
G4801130007835,2018-2022,TX,Texas,48,Dallas County,113,007835,1400000US48113007835,"Census Tract 78.35, Dallas County, Texas",48113007835,48113007835,3,7,19100,1,206,19124,02307,569039,0,78.35,32.8973448,-96.7242067,2881,2881,0,0,2881,652,2229,37.7,38.3,36.8,2661,1373,1021,4,0,0,71,192,2031,18,410,323,129,2661,64,328,52093,139,0.4453,2661,133,2528,42123,2202,1657,38,1678,100,95.00187899,75.24977293,14.73130402
G4801130007902,2018-2022,TX,Texas,48,Dallas County,113,007902,1400000US48113007902,"Census Tract 79.02, Dallas County, Texas",48113007902,48113007902,3,7,19100,1,206,19124,02306,3003169,0,79.02,32.8480441,-96.7442767,5433,5433,0,0,5377,921,4456,37.5,37.5,37.5,5077,4231,261,78,61,0,149,297,3920,30,276,1755,716,4998,148,87,113555,46,0.4465,4998,918,4080,72090,4274,3387,104,2753,100,81.63265306,79.24660739,4.701880752
G4801130007903,2018-2022,TX,Texas,48,Dallas County,113,007903,1400000US48113007903,"Census Tract 79.03, Dallas County, Texas",48113007903,48113007903,3,7,19100,1,206,19124,02313,1227090,0,79.03,32.850053,-96.7563889,2175,2175,0,0,2175,299,1876,37.1,39.1,34.4,1958,1557,121,0,43,0,62,175,1547,1,57,581,333,1954,29,28,136316,26,0.4199,1958,344,1614,85120,1740,1272,8,1103,100,82.43105209,73.10344828,2.917093142
G4801130007906,2018-2022,TX,Texas,48,Dallas County,113,007906,1400000US48113007906,"Census Tract 79.06, Dallas County, Texas",48113007906,48113007906,3,7,19100,1,206,19124,02312,1247282,0,79.06,32.8602949,-96.775682,2597,2597,0,0,2516,587,1929,50.3,51.9,48.5,2155,2009,21,8,34,0,10,73,1598,30,136,849,284,2155,37,131,154792,16,0.5493,2155,252,1903,111175,1768,812,21,1178,100,88.3062645,45.92760181,7.795823666
G4801130007909,2018-2022,TX,Texas,48,Dallas County,113,007909,1400000US48113007909,"Census Tract 79.09, Dallas County, Texas",48113007909,48113007909,3,7,19100,1,206,19124,02313,499418,0,79.09,32.8534662,-96.7665661,2179,2179,0,0,2179,167,2012,30.1,29.9,30.3,2205,896,330,87,571,0,187,134,1833,0,203,479,629,2205,243,41,68914,106,0.3687,2205,228,1977,50894,2067,1649,61,1502,100,89.65986395,79.77745525,12.87981859
G4801130007910,2018-2022,TX,Texas,48,Dallas County,113,007910,1400000US48113007910,"Census Tract 79.10, Dallas County, Texas",48113007910,48113007910,3,7,19100,1,206,19124,02313,497027,12465,79.1,32.8585687,-96.7630851,2953,2953,0,0,2953,248,2705,30.1,28.7,30.9,2940,1483,256,0,532,0,213,456,2325,46,100,1176,467,2940,149,200,63067,25,0.3513,2940,261,2679,44302,2827,2301,105,2350,100,91.12244898,81.39370357,11.8707483
G4801130007912,2018-2022,TX,Texas,48,Dallas County,113,007912,1400000US48113007912,"Census Tract 79.12, Dallas County, Texas",48113007912,48113007912,3,7,19100,1,206,19124,02313,510365,0,79.12,32.8615855,-96.7674491,2112,2112,0,0,2112,259,1853,28.6,30.6,27.3,2188,1276,317,6,350,0,119,120,1494,0,80,600,327,2188,89,14,66635,58,0.323,2188,218,1970,46122,1908,1731,104,1247,100,90.03656307,90.72327044,4.70749543
G4801130007913,2018-2022,TX,Texas,48,Dallas County,113,007913,1400000US48113007913,"Census Tract 79.13, Dallas County, Texas",48113007913,48113007913,3,7,19100,1,206,19124,02313,605345,0,79.13,32.8483155,-96.7671175,3286,3286,0,0,3286,229,3057,33.8,33.1,37.1,2669,1867,296,42,161,0,121,182,2187,0,173,1016,496,2628,107,106,71494,73,0.4642,2628,400,2228,68736,2508,1863,25,2166,100,84.77929985,74.28229665,8.105022831
G4801130007914,2018-2022,TX,Texas,48,Dallas County,113,007914,1400000US48113007914,"Census Tract 79.14, Dallas County, Texas",48113007914,48113007914,3,7,19100,1,206,19124,02313,855948,0,79.14,32.8421573,-96.7694872,3499,3499,0,0,3499,237,3262,26.6,25.3,28.2,3876,2071,764,22,689,0,114,216,2359,13,54,1061,432,3664,910,237,68648,37,0.5043,3844,712,3132,47292,3480,2694,273,2664,100,81.47762747,77.4137931,31.30458515
G4801130007915,2018-2022,TX,Texas,48,Dallas County,113,007915,1400000US48113007915,"Census Tract 79.15, Dallas County, Texas",48113007915,48113007915,3,7,19100,1,206,19124,02313,205665,0,79.15,32.862854,-96.7615974,2048,2048,0,0,2048,153,1895,30.4,30.1,31.1,1596,1170,151,0,97,0,11,167,1197,0,147,658,166,1596,70,57,70917,35,0.368,1576,261,1315,53823,1500,1301,36,1251,100,83.43908629,86.73333333,7.957393484
G4801130007916,2018-2022,TX,Texas,48,Dallas County,113,007916,1400000US48113007916,"Census Tract 79.16, Dallas County, Texas",48113007916,48113007916,3,7,19100,1,206,19124,02313,214578,0,79.16,32.8600626,-96.7573272,1244,1244,0,0,1244,102,1142,29.4,27.9,31.1,1359,844,215,6,166,0,67,61,1062,0,8,641,138,1359,56,19,91328,0,0.3861,1359,284,1075,70836,1262,1177,43,927,100,79.10228109,93.26465927,5.518763797
G4801130008000,2018-2022,TX,Texas,48,Dallas County,113,008000,1400000US48113008000,"Census Tract 80, Dallas County, Texas",48113008000,48113008000,3,7,19100,1,206,19124,02306,5855428,2047039,80,32.8363823,-96.7344154,7652,7652,0,0,7652,2415,5237,39.5,41.9,38.1,7316,6685,36,165,175,0,13,242,4686,0,124,1878,1130,7316,32,0,244010,0,0.3977,7316,963,6353,115659,5019,3606,98,2693,100,86.83706944,71.84698147,0.437397485
G4801130008101,2018-2022,TX,Texas,48,Dallas County,113,008101,1400000US48113008101,"Census Tract 81.01, Dallas County, Texas",48113008101,48113008101,3,7,19100,1,206,19124,02306,1310386,768370,81.01,32.8249779,-96.7155818,1841,1841,0,0,1784,180,1604,51.9,47.3,54.5,1626,1422,143,0,44,0,0,17,1495,0,285,431,209,1553,32,139,62654,46,0.4249,1553,368,1185,56579,1592,1167,31,1262,100,76.30392788,73.3040201,11.01094656
G4801130008102,2018-2022,TX,Texas,48,Dallas County,113,008102,1400000US48113008102,"Census Tract 81.02, Dallas County, Texas",48113008102,48113008102,3,7,19100,1,206,19124,02306,4030303,23955,81.02,32.818183,-96.7107458,4647,4647,0,0,4645,916,3729,44.3,41.7,48,4068,3251,251,0,30,0,69,467,3100,0,178,1345,766,4059,112,54,171534,88,0.4548,4068,650,3418,95262,3325,2488,58,1900,100,84.02163225,74.82706767,4.08967726
G4801130008200,2018-2022,TX,Texas,48,Dallas County,113,008200,1400000US48113008200,"Census Tract 82, Dallas County, Texas",48113008200,48113008200,3,7,19100,1,206,19124,02306,2792555,0,82,32.8387834,-96.6971135,4156,4156,0,0,4156,900,3256,37.8,35.5,42.6,3777,2776,403,0,0,0,385,213,2671,0,374,1009,390,3767,0,17,84650,111,0.5065,3777,655,3122,60210,2895,2026,37,1757,100,82.65819433,69.98272884,0.451287497
G4801130008401,2018-2022,TX,Texas,48,Dallas County,113,008401,1400000US48113008401,"Census Tract 84.01, Dallas County, Texas",48113008401,48113008401,3,7,19100,1,206,19124,02314,2035917,0,84.01,32.7692619,-96.7096965,5219,5219,0,0,5219,1490,3729,29.7,26.4,33.2,5200,2519,96,0,12,0,127,2446,2840,64,941,65,72,5200,364,356,45707,319,0.3698,5200,680,4520,17434,3657,2116,31,1722,100,86.92307692,57.86163522,13.84615385
G4801130008402,2018-2022,TX,Texas,48,Dallas County,113,008402,1400000US48113008402,"Census Tract 84.02, Dallas County, Texas",48113008402,48113008402,3,7,19100,1,206,19124,02314,4251731,14218,84.02,32.7807943,-96.7209541,4322,4322,0,0,4322,1246,3076,43.5,38.8,44,3678,2604,314,46,0,0,171,543,2268,181,673,53,0,3678,409,180,61174,143,0.406,3678,475,3203,18737,2961,1738,129,1295,100,87.08537249,58.69638636,16.01413812
G4801130008500,2018-2022,TX,Texas,48,Dallas County,113,008500,1400000US48113008500,"Census Tract 85, Dallas County, Texas",48113008500,48113008500,3,7,19100,1,206,19124,02305,2695036,0,85,32.7706206,-96.691452,4815,4815,0,0,4551,1352,3199,39.4,39.3,39.6,4086,2401,266,25,0,0,245,1149,2593,67,738,191,45,3707,360,142,51875,153,0.4125,3707,642,3065,19397,3234,1684,30,1216,100,82.68141354,52.07173779,13.54194767
G4801130008604,2018-2022,TX,Texas,48,Dallas County,113,008604,1400000US48113008604,"Census Tract 86.04, Dallas County, Texas",48113008604,48113008604,3,7,19100,1,206,19124,02314,1261731,0,86.04,32.7174152,-96.7700742,3247,3247,0,0,3186,1104,2082,27.7,22.5,28.5,2590,369,1712,0,0,0,206,303,1432,21,449,55,40,2576,571,435,28333,367,0.5289,2576,157,2419,15126,1696,908,92,1463,100,93.9052795,53.53773585,39.05279503
G4801130008701,2018-2022,TX,Texas,48,Dallas County,113,008701,1400000US48113008701,"Census Tract 87.01, Dallas County, Texas",48113008701,48113008701,3,7,19100,1,206,19124,02304,5211518,2938,87.01,32.6981594,-96.7629708,5132,5132,0,0,5107,1510,3597,26.2,24.2,28.5,5337,377,4051,0,0,0,578,331,2825,43,1023,134,31,5337,1314,1432,22256,688,0.5231,5337,743,4594,12294,3662,1483,127,2177,100,86.07832115,40.49699618,51.45212666
G4801130008703,2018-2022,TX,Texas,48,Dallas County,113,008703,1400000US48113008703,"Census Tract 87.03, Dallas County, Texas",48113008703,48113008703,3,7,19100,1,206,19124,02314,1427276,0,87.03,32.7030426,-96.7825885,3479,3479,0,0,3479,1078,2401,31.3,31.4,31.2,3855,858,1394,53,0,0,477,1073,2159,222,636,139,15,3844,503,554,46477,404,0.4134,3855,812,3043,16208,2942,1808,204,1160,100,78.93644617,61.45479266,27.49739854
G4801130008704,2018-2022,TX,Texas,48,Dallas County,113,008704,1400000US48113008704,"Census Tract 87.04, Dallas County, Texas",48113008704,48113008704,3,7,19100,1,206,19124,02314,2288538,0,87.04,32.6952241,-96.7815104,3929,3929,0,0,3918,1137,2781,33.1,32.6,35.6,4301,1244,2647,0,0,0,267,143,2626,39,1044,189,8,4301,940,989,16720,407,0.5127,4301,842,3459,12129,2893,1347,34,1872,100,80.42315741,46.56066367,44.85003488
G4801130008705,2018-2022,TX,Texas,48,Dallas County,113,008705,1400000US48113008705,"Census Tract 87.05, Dallas County, Texas",48113008705,48113008705,3,7,19100,1,206,19124,02304,2014291,0,87.05,32.6857886,-96.7780189,1715,1715,0,0,1714,450,1264,34.3,34,34.8,1653,262,736,0,0,0,558,97,1046,113,293,60,63,1653,111,572,38438,167,0.4852,1653,485,1168,17352,1226,727,71,590,100,70.65940714,59.29853181,41.31881428
G4801130008801,2018-2022,TX,Texas,48,Dallas County,113,008801,1400000US48113008801,"Census Tract 88.01, Dallas County, Texas",48113008801,48113008801,3,7,19100,1,206,19124,02314,2315960,0,88.01,32.7189171,-96.7927288,2717,2717,0,0,2717,624,2093,48.8,39.7,58.4,2703,258,1897,0,0,0,245,303,1940,27,447,189,101,2703,325,299,33571,270,0.5071,2703,770,1933,21823,2305,997,56,1243,100,71.51313356,43.2537961,23.0854606
G4801130008802,2018-2022,TX,Texas,48,Dallas County,113,008802,1400000US48113008802,"Census Tract 88.02, Dallas County, Texas",48113008802,48113008802,3,7,19100,1,206,19124,02314,2495035,0,88.02,32.7103239,-96.7874422,5736,5736,0,0,5736,1748,3988,37.8,34,44.1,5337,336,3238,0,0,0,604,1159,3377,78,1086,99,9,5033,359,898,31114,602,0.4923,5337,1429,3908,17145,3738,1598,104,1932,100,73.22465805,42.75013376,24.97516392
G4801130009001,2018-2022,TX,Texas,48,Dallas County,113,009001,1400000US48113009001,"Census Tract 90.01, Dallas County, Texas",48113009001,48113009001,3,7,19100,1,206,19124,02305,2604843,0,90.01,32.7664397,-96.6770919,4711,4711,0,0,4711,1554,3157,24.7,29.6,21.6,5791,1839,1280,0,0,0,280,2392,2801,120,685,112,0,5791,810,306,56924,357,0.3464,5791,1484,4307,19479,3829,2586,110,1894,100,74.37402867,67.53721598,19.27128303
G4801130009002,2018-2022,TX,Texas,48,Dallas County,113,009002,1400000US48113009002,"Census Tract 90.02, Dallas County, Texas",48113009002,48113009002,3,7,19100,1,206,19124,02305,1697201,0,90.02,32.7535816,-96.6722114,4108,4108,0,0,4108,1128,2980,32.7,33.3,32,4556,1648,738,191,24,0,311,1644,2771,105,397,312,0,4556,707,143,44875,228,0.4482,4556,827,3729,18679,3380,1994,187,1463,100,81.84811238,58.99408284,18.65671642
G4801130009101,2018-2022,TX,Texas,48,Dallas County,113,009101,1400000US48113009101,"Census Tract 91.01, Dallas County, Texas",48113009101,48113009101,3,7,19100,1,206,19124,02314,3393611,0,91.01,32.7565634,-96.6943549,5736,5736,0,0,5698,1666,4032,38.9,43.5,35.6,5572,1984,1272,0,0,0,372,1944,3573,98,1048,267,19,5572,272,691,47946,348,0.3885,5572,587,4985,22585,4522,2350,0,2030,100,89.46518306,51.96815568,17.28284279
G4801130009103,2018-2022,TX,Texas,48,Dallas County,113,009103,1400000US48113009103,"Census Tract 91.03, Dallas County, Texas",48113009103,48113009103,3,7,19100,1,206,19124,02314,1232156,0,91.03,32.7406777,-96.704405,3641,3641,0,0,3641,1096,2545,29.7,30,29.6,3538,1499,994,65,0,0,306,674,2122,96,649,111,28,3538,554,619,47891,235,0.4111,3538,560,2978,19166,2529,1549,92,1009,100,84.1718485,61.24950573,33.15432448
G4801130009104,2018-2022,TX,Texas,48,Dallas County,113,009104,1400000US48113009104,"Census Tract 91.04, Dallas County, Texas",48113009104,48113009104,3,7,19100,1,206,19124,02314,1215502,0,91.04,32.7455406,-96.6918377,3529,3529,0,0,3529,1070,2459,31.3,27.8,32.5,3653,1430,430,0,0,0,364,1429,2088,287,640,53,47,3639,226,341,67757,91,0.3609,3653,410,3243,20286,2730,1577,8,1078,100,88.77634821,57.76556777,15.58120363
G4801130009105,2018-2022,TX,Texas,48,Dallas County,113,009105,1400000US48113009105,"Census Tract 91.05, Dallas County, Texas",48113009105,48113009105,3,7,19100,1,206,19124,02314,1394850,0,91.05,32.7383023,-96.6911076,4038,4038,0,0,4038,1194,2844,33.8,27.8,34.9,3715,2274,437,0,0,0,308,696,2218,115,605,29,0,3715,186,885,60815,230,0.3256,3708,666,3042,17668,2845,1881,23,1141,100,82.03883495,66.11599297,28.82907133
G4801130009202,2018-2022,TX,Texas,48,Dallas County,113,009202,1400000US48113009202,"Census Tract 92.02, Dallas County, Texas",48113009202,48113009202,3,7,19100,1,206,19124,02305,2778633,0,92.02,32.7273351,-96.6736676,6115,6115,0,0,6115,2015,4100,27,28.3,26.1,5889,2668,1034,0,12,0,688,1487,3176,233,694,121,13,5889,963,1157,45580,343,0.4025,5889,492,5397,14343,3844,2111,95,1572,100,91.64544065,54.91675338,35.99932077
G4801130009203,2018-2022,TX,Texas,48,Dallas County,113,009203,1400000US48113009203,"Census Tract 92.03, Dallas County, Texas",48113009203,48113009203,3,7,19100,1,206,19124,02305,1447669,14813,92.03,32.738722,-96.6737472,3609,3609,0,0,3609,1121,2488,30,30.3,30,4409,2205,136,87,0,0,94,1887,2441,135,679,16,10,4409,249,691,53942,158,0.3597,4409,479,3930,18992,3401,2137,44,1192,100,89.13585847,62.83446045,21.32002722
G4801130009204,2018-2022,TX,Texas,48,Dallas County,113,009204,1400000US48113009204,"Census Tract 92.04, Dallas County, Texas",48113009204,48113009204,3,7,19100,1,206,19124,02305,1595424,44160,92.04,32.7455971,-96.671806,3038,3038,0,0,3038,849,2189,36,39.1,35.4,2545,994,522,32,0,0,326,671,1573,66,494,58,0,2545,70,354,47620,80,0.362,2545,323,2222,18999,1961,1139,13,835,100,87.30844794,58.08261091,16.66011788
G4801130009301,2018-2022,TX,Texas,48,Dallas County,113,009301,1400000US48113009301,"Census Tract 93.01, Dallas County, Texas",48113009301,48113009301,3,7,19100,1,206,19124,02305,2722019,0,93.01,32.7286814,-96.6930624,4786,4786,0,0,4786,1537,3249,31.2,31,31.4,5491,2200,670,0,0,0,1012,1609,3226,359,1047,100,11,5451,610,76,62063,138,0.431,5491,972,4519,19521,4282,2596,168,1368,100,82.29830632,60.62587576,12.58484682
G4801130009303,2018-2022,TX,Texas,48,Dallas County,113,009303,1400000US48113009303,"Census Tract 93.03, Dallas County, Texas",48113009303,48113009303,3,7,19100,1,206,19124,02304,5111341,490842,93.03,32.7209387,-96.7242418,4054,4033,21,0,4054,1199,2855,27.1,25.8,27.3,4164,2151,521,27,0,0,565,900,2151,211,544,37,19,4152,550,261,50330,169,0.4257,4164,263,3901,18016,2713,1498,9,1058,99.48199309,93.68395773,55.21562846,19.5327553
G4801130009304,2018-2022,TX,Texas,48,Dallas County,113,009304,1400000US48113009304,"Census Tract 93.04, Dallas County, Texas",48113009304,48113009304,3,7,19100,1,206,19124,02304,2931843,0,93.04,32.7172325,-96.6996414,6749,6749,0,0,6738,2440,4298,18.7,12.7,27.1,8451,1419,4728,0,0,0,43,2261,3634,548,975,179,10,8451,2857,1174,28765,1193,0.5838,8451,833,7618,12456,4809,2422,280,2752,100,90.14317832,50.36390102,47.69849722
G4801130009401,2018-2022,TX,Texas,48,Dallas County,113,009401,1400000US48113009401,"Census Tract 94.01, Dallas County, Texas",48113009401,48113009401,3,7,19100,1,206,19124,02311,1587561,0,94.01,32.8718277,-96.8520324,3487,3487,0,0,3481,694,2787,43.3,39.8,43.9,3312,1540,114,61,176,0,835,586,2427,92,402,639,173,3312,89,260,84337,99,0.5378,3312,689,2623,53513,2778,1762,12,1425,100,79.1968599,63.42692585,10.53743961
G4801130009402,2018-2022,TX,Texas,48,Dallas County,113,009402,1400000US48113009402,"Census Tract 94.02, Dallas County, Texas",48113009402,48113009402,3,7,19100,1,206,19124,02311,1653022,0,94.02,32.8712584,-96.843165,2660,2660,0,0,2660,532,2128,42.3,40.4,47.1,2374,2154,13,0,95,0,13,99,1773,0,189,728,434,2374,52,0,178603,19,0.4665,2374,291,2083,107497,1937,1279,48,1207,100,87.74220725,66.02994321,2.190395956
G4801130009500,2018-2022,TX,Texas,48,Dallas County,113,009500,1400000US48113009500,"Census Tract 95, Dallas County, Texas",48113009500,48113009500,3,7,19100,1,206,19124,02311,2725157,0,95,32.8877385,-96.8473631,2375,2375,0,0,2375,599,1776,51.1,49.9,51.8,2097,1626,67,0,153,0,26,225,1643,0,106,669,337,2097,71,42,199750,11,0.4532,2097,238,1859,104003,1732,1142,58,930,100,88.65045303,65.93533487,5.388650453
G4801130009603,2018-2022,TX,Texas,48,Dallas County,113,009603,1400000US48113009603,"Census Tract 96.03, Dallas County, Texas",48113009603,48113009603,3,7,19100,1,206,19124,02311,3526073,0,96.03,32.9174231,-96.8278434,4454,4454,0,0,4443,1027,3416,43.3,42.9,43.7,4997,3396,120,25,461,0,380,615,3482,39,162,1390,738,4997,220,42,141643,87,0.4968,4997,547,4450,88455,3772,2758,202,2114,100,89.05343206,73.11770944,5.243145888
G4801130009604,2018-2022,TX,Texas,48,Dallas County,113,009604,1400000US48113009604,"Census Tract 96.04, Dallas County, Texas",48113009604,48113009604,3,7,19100,1,206,19124,02311,2374785,11955,96.04,32.9195766,-96.8092909,4809,4809,0,0,4747,1124,3623,51.1,43.6,54.1,4489,3362,647,10,91,0,297,82,3314,16,569,915,591,4373,111,531,46913,222,0.6617,4373,837,3536,74084,3865,1879,0,2450,100,80.85982163,48.61578267,14.68099703
G4801130009605,2018-2022,TX,Texas,48,Dallas County,113,009605,1400000US48113009605,"Census Tract 96.05, Dallas County, Texas",48113009605,48113009605,3,7,19100,1,206,19124,02311,1361976,0,96.05,32.9122419,-96.8674949,3471,3471,0,0,3471,838,2633,30,29.2,33.1,3506,1100,521,48,170,0,1154,513,2146,123,378,312,118,3506,30,57,76735,82,0.3395,3506,534,2972,27262,2758,2101,150,1303,100,84.76896748,76.17839014,2.481460354
G4801130009607,2018-2022,TX,Texas,48,Dallas County,113,009607,1400000US48113009607,"Census Tract 96.07, Dallas County, Texas",48113009607,48113009607,3,7,19100,1,206,19124,02311,2356316,0,96.07,32.9026083,-96.8640984,3559,3559,0,0,3410,764,2646,36.4,36,38.3,3522,2492,24,27,167,0,386,426,2581,42,281,983,289,3484,22,21,133929,22,0.3586,3484,504,2980,59034,2773,2138,98,1383,100,85.53386912,77.10061305,1.234213548
G4801130009608,2018-2022,TX,Texas,48,Dallas County,113,009608,1400000US48113009608,"Census Tract 96.08, Dallas County, Texas",48113009608,48113009608,3,7,19100,1,206,19124,02311,2261407,0,96.08,32.9159703,-96.8462663,3218,3218,0,0,3218,638,2580,39.4,39,39.6,3010,2500,13,10,41,0,26,420,2080,29,247,817,238,3001,16,10,133000,18,0.4439,2993,563,2430,65988,2350,1608,60,1154,100,81.18944203,68.42553192,0.866377874
G4801130009609,2018-2022,TX,Texas,48,Dallas County,113,009609,1400000US48113009609,"Census Tract 96.09, Dallas County, Texas",48113009609,48113009609,3,7,19100,1,206,19124,02311,2700092,0,96.09,32.9023839,-96.847291,3184,3184,0,0,3169,812,2357,42.8,43.5,42.4,3357,2713,97,0,300,0,49,198,2312,0,139,848,581,3355,33,13,183913,24,0.4232,3349,523,2826,89542,2440,1676,48,1224,100,84.38339803,68.68852459,1.371087928
